Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
1,Brian Rogers,2008-06-10,Detroit Tigers,PIT,25,-0.3,2,13,0,0,0,0,0,0,0,,,,,0,0,9.28,1.594,13,0,0,10.2,14,4,3,8,rogerbr01
2,Scott Munter,2008-06-01,San Francisco Giants,SFG,28,0.1,3,79,1,1,1,0,1,0,0,1.000,1.000,2.000,3.000,3,2,4.75,1.639,84,0,0,72.0,84,2,34,22,muntesc01
3,Kevin Mench,2008-05-09,Toronto Blue Jays,MIL,30,2.4,6,651,2220,291,601,89,320,10,167,.271,.326,.465,.792,,,,,,,,,,,,,menchke01
4,Victor Diaz,2008-05-08,Seattle Mariners,TEX,26,0.7,4,147,446,62,114,24,73,6,32,.256,.309,.487,.796,,,,,,,,,,,,,diazvi01
5,Bronson Sardinha,2008-05-06,Cleveland Indians,NYY,25,0.0,1,10,9,6,3,0,2,0,2,.333,.417,.333,.750,,,,,,,,,,,,,sardibr01
6,Greg Norton,2008-05-05,Atlanta Braves,TBD,35,0.8,11,895,2147,283,540,82,296,15,270,.252,.336,.426,.762,,,,,,,,,,,,,nortogr01
7,Matt Miller,2008-05-03,Pittsburgh Pirates,CLE,36,1.5,5,11,0,0,0,0,0,0,0,,,,,6,1,2.72,1.189,100,0,2,106.0,82,4,44,95,millema02
8,Josh Labandeira,2008-04-22,,FLA,29,,3,,,,,,,,,,,,,,,,,,,,,,,,,labanjo01
9,Rich Thompson,2008-04-22,Philadelphia Phillies,ARI,29,,1,6,1,1,0,0,0,1,0,.000,.000,.000,.000,,,,,,,,,,,,,thompri02
10,Eude Brito,2008-04-21,New York Mets,PHI,29,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,britoeu01
11,Jeff Weaver,2008-04-16,Milwaukee Brewers,SEA,31,0.8,9,101,190,13,39,0,13,0,6,.205,.234,.247,.481,93,114,4.72,1.356,284,267,2,1714.2,1862,215,463,1124,weaveje01
12,Sal Fasano,2008-04-11,Atlanta Braves,TOR,36,0.4,10,412,1063,131,233,47,134,2,69,.219,.293,.394,.687,,,,,,,,,,,,,fasansa01
13,Casey Fossum,2008-04-08,Detroit Tigers,SDP,30,-0.8,7,41,46,3,4,0,0,0,1,.087,.106,.087,.193,37,52,5.46,1.515,203,120,2,740.2,825,110,297,576,fossuca01
14,Josh Paul,2008-04-07,Houston Astros,TBD,33,0.3,9,321,713,92,174,10,73,13,59,.244,.303,.341,.643,,,,,,,,,,,,,pauljo01
15,Craig Wilson,2008-04-07,Pittsburgh Pirates,CHW,31,-0.4,7,698,2010,303,527,99,292,14,198,.262,.353,.474,.827,,,,,,,,,,,,,wilsocr03
16,Jeff DaVanon,2008-04-04,Chicago White Sox,OAK,34,1.1,8,528,1288,205,333,33,150,59,185,.259,.349,.400,.749,,,,,,,,,,,,,davanje02
17,Jesse Garcia,2008-04-04,Chicago Cubs,HOU,34,-0.1,8,,,,,,,,,,,,,,,,,,,,,,,,,garcije01
18,Alex Cintron,2008-04-03,Baltimore Orioles,CHW,29,-2.8,7,598,1897,231,525,32,212,18,103,.277,.315,.401,.715,,,,,,,,,,,,,cintral01
19,Randy Keisler,2008-04-02,Chicago Cubs,STL,32,-0.5,6,31,25,4,5,1,2,0,0,.200,.200,.400,.600,4,4,6.63,1.712,55,20,0,150.2,174,32,84,100,keislra01
20,Andy Cavazos,2008-04-01,Chicago Cubs,STL,27,-0.9,1,15,0,0,0,0,0,0,0,,,,,0,0,10.35,2.150,17,0,0,20.0,27,5,16,15,cavazan01
21,Vladimir Núñez,2008-04-01,Atlanta Braves,CHW,33,,7,220,59,3,8,1,5,0,1,.136,.150,.186,.336,20,32,4.83,1.406,230,27,21,408.1,396,53,178,302,nunezvl01
22,Mike Burns,2008-03-31,Chicago Cubs,BOS,29,-0.3,2,36,0,0,0,0,0,0,0,,,,,0,0,5.88,1.558,45,0,0,52.0,69,8,12,36,burnsmi01
23,Wilkin Ruan,2008-03-31,Los Angeles Dodgers,LAD,29,,5,,,,,,,,,,,,,,,,,,,,,,,,,ruanwi01
24,Rudy Seanez,2008-03-31,Philadelphia Phillies,LAD,39,2.3,16,365,5,1,0,0,0,0,1,.000,.167,.000,.167,36,26,4.15,1.410,502,0,12,522.2,477,56,260,544,seaneru01
25,Jorge Velandia,2008-03-31,Toronto Blue Jays,TBD,33,1.0,7,164,229,20,43,2,23,2,25,.188,.275,.271,.546,,,,,,,,,,,,,velanjo01
26,Chris Michalak,2008-03-30,Texas Rangers,WSN,37,0.5,9,,,,,,,,,,,,,,,,,,,,,,,,,michach01
27,R.A. Dickey,2008-03-29,Seattle Mariners,MIL,33,-0.6,5,3,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,16,19,5.72,1.568,77,33,2,266.0,321,46,96,171,dicker.01
28,Ben Hendrickson,2008-03-29,,KCR,27,-0.7,3,,,,,,,,,,,,,,,,,,,,,,,,,hendrbe01
29,Matt Kata,2008-03-29,Pittsburgh Pirates,PIT,30,-1.4,4,238,645,87,156,12,58,8,48,.242,.296,.381,.677,,,,,,,,,,,,,katama01
30,Jason Davis,2008-03-28,Pittsburgh Pirates,SEA,28,0.2,6,10,9,1,1,1,1,0,0,.111,.111,.444,.556,20,22,4.78,1.513,130,52,1,427.0,485,48,161,256,davisja02
31,Ben Howard,2008-03-28,Milwaukee Brewers,CHC,29,,5,,,,,,,,,,,,,,,,,,,,,,,,,howarbe01
32,Chris Woodward,2008-03-28,Philadelphia Phillies,ATL,32,-1.5,9,607,1598,201,388,33,186,8,127,.243,.299,.375,.674,,,,,,,,,,,,,woodwch01
33,Eric Cyr,2008-03-27,Seattle Mariners,LAD,29,,5,,,,,,,,,,,,,,,,,,,,,,,,,cyrer01
34,Humberto Cota,2008-03-26,Colorado Rockies,PIT,29,-0.5,7,196,519,48,121,12,61,0,32,.233,.280,.358,.639,,,,,,,,,,,,,cotahu01
35,Tony Armas,2008-03-22,New York Mets,PIT,30,0.0,9,169,265,6,26,0,10,0,4,.098,.112,.113,.225,52,65,4.62,1.428,182,166,0,917.1,880,120,430,674,armasto02
36,Jose Castillo,2008-03-22,San Francisco Giants,PIT,27,-1.8,4,465,1492,165,382,33,181,11,84,.256,.297,.380,.677,,,,,,,,,,,,,castijo02
37,Brad Salmon,2008-03-19,Kansas City Royals,CIN,28,0.3,1,22,0,0,0,0,0,0,0,,,,,0,1,4.13,1.333,26,0,0,24.0,22,3,10,22,salmobr01
38,Steve Green,2008-03-18,Philadelphia Phillies,BAL,30,,6,,,,,,,,,,,,,,,,,,,,,,,,,greenst01
39,Armando Benitez,2008-03-13,Toronto Blue Jays,FLA,35,-0.2,14,512,8,0,0,0,2,0,0,.000,.000,.000,.000,40,46,3.11,1.219,754,0,289,772.2,541,92,401,937,benitar01
40,Kyle Lohse,2008-03-13,St. Louis Cardinals,PHI,29,4.6,7,56,92,3,16,0,6,0,2,.174,.198,.196,.394,63,74,4.82,1.432,218,195,0,1164.0,1302,157,365,734,lohseky01
41,Fernando Tatís,2008-03-13,New York Mets,NYM,33,0.1,8,691,2373,346,618,92,347,43,264,.260,.344,.440,.784,,,,,,,,,,,,,tatisfe01
42,Chad Moeller,2008-03-12,New York Yankees,LAD,33,-2.6,8,421,1198,125,268,26,113,2,93,.224,.284,.346,.630,,,,,,,,,,,,,moellch01
43,Tony Batista,2008-03-10,Washington Nationals,WSN,34,-0.8,11,1309,4568,625,1146,221,718,47,287,.251,.299,.453,.752,,,,,,,,,,,,,batisto01
44,Enrique Cruz,2008-03-10,New York Mets,CIN,26,-0.1,2,61,72,6,6,0,2,0,4,.083,.143,.097,.240,,,,,,,,,,,,,cruzen01
45,Blaine Neal,2008-03-07,Detroit Tigers,TOR,30,-0.4,6,,,,,,,,,,,,,,,,,,,,,,,,,nealbl01
46,Jerry Hairston,2008-03-05,Cincinnati Reds,TEX,32,0.3,10,818,2534,339,641,33,216,112,217,.253,.324,.358,.682,,,,,,,,,,,,,hairsje02
47,Ryan O'Malley,2008-03-05,Chicago Cubs,CHC,28,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,omallry01
48,Corey Patterson,2008-03-05,Cincinnati Reds,BAL,28,4.8,8,856,3100,433,801,94,329,168,153,.258,.298,.414,.712,,,,,,,,,,,,,patteco01
49,Dewayne Wise,2008-03-05,Chicago White Sox,CIN,30,-0.5,5,183,339,45,68,9,32,12,15,.201,.238,.360,.598,,,,,,,,,,,,,wisede01
50,Ramon Martinez,2008-02-29,Los Angeles Dodgers,LAD,35,-2.5,10,779,1894,222,501,29,235,9,167,.265,.324,.370,.694,,,,,,,,,,,,,martira03
51,Miguel Asencio,2008-02-27,Boston Red Sox,HOU,27,-0.3,5,,,,,,,,,,,,,,,,,,,,,,,,,asencmi01
52,Mike Kinkade,2008-02-25,Seattle Mariners,NYY,35,,9,,,,,,,,,,,,,,,,,,,,,,,,,kinkami01
53,Shannon Stewart,2008-02-25,Toronto Blue Jays,OAK,34,1.9,13,1334,5399,839,1611,114,566,193,482,.298,.362,.434,.795,,,,,,,,,,,,,stewash01
54,Bartolo Colon,2008-02-24,Boston Red Sox,LAA,35,3.0,11,37,83,1,10,0,5,0,0,.120,.129,.120,.250,146,95,4.10,1.333,309,306,0,1975.1,1955,238,679,1542,colonba01
55,Odalis Perez,2008-02-23,Washington Nationals,KCR,30,-0.5,9,179,287,21,37,1,10,0,6,.129,.150,.167,.317,66,70,4.47,1.327,222,191,0,1175.1,1227,140,333,801,perezod01
56,Brady Clark,2008-02-22,New York Mets,SDP,35,2.5,8,778,2007,264,557,36,209,47,207,.278,.358,.387,.744,,,,,,,,,,,,,clarkbr02
57,Josh Fogg,2008-02-21,Cincinnati Reds,COL,31,0.0,7,181,304,18,36,0,11,1,11,.118,.152,.128,.280,60,60,4.90,1.463,197,179,0,1035.0,1164,141,350,555,foggjo01
58,Jason Tyner,2008-02-21,Cleveland Indians,MIN,31,2.4,7,439,1356,168,373,1,94,61,68,.275,.314,.324,.637,,,,,,,,,,,,,tynerja01
59,Kris Benson,2008-02-20,Philadelphia Phillies,BAL,33,4.1,7,162,316,23,41,1,22,0,15,.130,.174,.161,.336,68,73,4.34,1.378,195,195,0,1207.1,1241,144,423,787,bensokr01
60,Russell Branyan,2008-02-20,Milwaukee Brewers,STL,32,2.1,10,716,1868,259,427,121,300,10,262,.229,.327,.478,.804,,,,,,,,,,,,,branyru01
61,Shawn Chacon,2008-02-20,Houston Astros,PIT,30,5.1,7,214,174,12,27,1,10,0,3,.155,.174,.195,.370,43,58,4.98,1.509,254,119,36,836.1,828,121,434,566,chacosh01
62,Byung-Hyun Kim,2008-02-20,Pittsburgh Pirates,FLA,29,0.4,9,322,153,4,19,0,10,0,6,.124,.156,.144,.300,54,60,4.42,1.376,394,87,86,841.0,781,94,376,806,kimby01
63,Trot Nixon,2008-02-20,Arizona Diamondbacks,CLE,34,3.3,11,1081,3592,577,989,136,554,29,498,.275,.364,.466,.830,,,,,,,,,,,,,nixontr01
64,Bubba Crosby,2008-02-19,Seattle Mariners,CIN,31,-1.0,4,,,,,,,,,,,,,,,,,,,,,,,,,crosbbu01
65,Ron Villone,2008-02-19,St. Louis Cardinals,NYY,38,1.0,13,262,169,7,22,1,7,0,1,.130,.140,.178,.318,55,57,4.76,1.484,580,93,6,1069.1,1016,126,571,842,villoro01
66,Juan Padilla,2008-02-18,New York Mets,NYM,31,1.4,3,,,,,,,,,,,,,,,,,,,,,,,,,padilju01
67,Jose Valentin,2008-02-18,New York Mets,NYM,38,3.3,16,1678,5539,872,1348,249,816,136,630,.243,.321,.448,.769,,,,,,,,,,,,,valenjo03
68,Mike Maroth,2008-02-17,Kansas City Royals,STL,30,-1.3,6,26,30,3,7,0,3,1,2,.233,.281,.267,.548,50,67,5.05,1.460,161,150,0,918.0,1078,133,262,443,marotmi01
69,Scott Podsednik,2008-02-17,Colorado Rockies,CHW,32,1.8,7,657,2469,384,672,27,186,224,232,.272,.338,.377,.715,,,,,,,,,,,,,podsesc01
70,Nook Logan,2008-02-16,Los Angeles Dodgers,WSN,28,2.4,4,321,870,111,233,2,56,56,59,.268,.314,.346,.660,,,,,,,,,,,,,loganno01
71,Matt LeCroy,2008-02-15,Oakland Athletics,MIN,32,0.1,8,476,1388,146,361,60,218,0,123,.260,.326,.440,.766,,,,,,,,,,,,,lecroma01
72,John Parrish,2008-02-15,Toronto Blue Jays,SEA,30,0.0,6,17,1,0,0,0,0,0,0,.000,.000,.000,.000,12,12,4.63,1.735,161,10,1,229.1,229,20,169,200,parrijo01
73,Chris Spurling,2008-02-15,Milwaukee Brewers,MIL,31,0.6,4,62,0,0,0,0,0,0,0,,,,,6,8,4.32,1.324,187,0,3,219.0,224,28,66,99,spurlch01
74,Ben Johnson,2008-02-14,New York Mets,NYM,27,0.2,3,98,222,31,51,7,26,3,27,.230,.313,.414,.728,,,,,,,,,,,,,johnsbe02
75,David Newhan,2008-02-14,Houston Astros,NYM,34,-1.0,7,349,882,137,222,21,108,28,74,.252,.313,.378,.691,,,,,,,,,,,,,newhada01
76,Ricardo Rincon,2008-02-14,New York Mets,SFG,38,0.0,10,142,4,0,0,0,0,0,0,.000,.000,.000,.000,21,24,3.58,1.319,557,0,21,439.2,380,40,200,397,rincori01
77,Chris Aguila,2008-02-12,New York Mets,PIT,29,-0.7,3,141,218,26,51,3,16,2,14,.234,.280,.353,.633,,,,,,,,,,,,,aguilch01
78,Liván Hernández,2008-02-12,Minnesota Twins,ARI,33,7.5,12,345,789,57,183,9,73,0,6,.232,.241,.314,.555,134,128,4.25,1.425,351,350,0,2371.0,2549,271,830,1546,hernali01
79,Olmedo Saenz,2008-02-12,New York Mets,LAD,37,0.5,9,733,1663,226,438,73,275,3,148,.263,.340,.465,.805,,,,,,,,,,,,,saenzol01
80,Mark Sweeney,2008-02-12,Los Angeles Dodgers,LAD,38,2.5,13,1120,1738,218,452,42,245,16,244,.260,.352,.399,.751,,,,,,,,,,,,,sweenma01
81,Tony Clark,2008-02-11,San Diego Padres,ARI,36,2.3,13,1415,4315,610,1142,244,789,6,485,.265,.339,.491,.830,,,,,,,,,,,,,clarkto02
82,Dave Gassner,2008-02-11,Cincinnati Reds,MIN,29,-0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,gassnda01
83,Doug Mientkiewicz,2008-02-11,Pittsburgh Pirates,NYY,34,4.6,10,942,3009,385,814,64,372,14,393,.271,.358,.407,.766,,,,,,,,,,,,,mientdo01
84,Mike Sweeney,2008-02-11,Oakland Athletics,KCR,34,1.9,13,1282,4669,700,1398,197,837,50,484,.299,.369,.492,.861,,,,,,,,,,,,,sweenmi01
85,Steve Trachsel,2008-02-11,Baltimore Orioles,CHC,37,2.5,15,348,651,49,106,3,40,1,26,.163,.197,.206,.403,141,154,4.32,1.402,410,409,0,2461.1,2534,338,916,1575,trachst01
86,Jose Santiago,2008-02-09,New York Mets,NYM,33,0.1,10,,,,,,,,,,,,,,,,,,,,,,,,,santijo03
87,Alberto Castillo,2008-02-08,Houston Astros,BAL,38,0.3,12,418,1026,98,226,12,101,3,103,.220,.293,.297,.590,,,,,,,,,,,,,castial01
88,Scott Elarton,2008-02-08,Cleveland Indians,CLE,32,-0.8,9,144,166,13,23,0,3,0,5,.139,.188,.157,.344,56,60,5.31,1.429,224,170,3,1050.0,1091,192,409,683,elartsc01
89,Keith Foulke,2008-02-08,Oakland Athletics,CLE,35,0.6,10,47,16,0,2,0,0,0,0,.125,.125,.125,.250,41,34,3.30,1.065,588,8,190,755.2,624,87,181,695,foulkke01
90,Jeff Fulchino,2008-02-08,Kansas City Royals,FLA,28,0.0,1,0,0,0,0,0,0,0,0,,,,,0,0,0.00,3.000,1,0,0,0.1,0,0,1,0,fulchje01
91,Bobby Kielty,2008-02-08,Boston Red Sox,BOS,31,2.3,7,599,1792,257,456,53,253,21,246,.254,.348,.408,.757,,,,,,,,,,,,,kieltbo01
92,Julio Mateo,2008-02-08,San Francisco Giants,PHI,30,2.3,6,15,0,0,0,0,0,0,0,,,,,18,12,3.68,1.203,219,1,2,318.1,298,45,85,216,mateoju01
93,Victor Zambrano,2008-02-08,Colorado Rockies,BAL,32,0.2,7,49,73,3,9,0,3,0,0,.123,.135,.164,.300,45,44,4.64,1.519,187,100,3,706.1,669,78,404,529,zambrvi01
94,Brendan Donnelly,2008-02-06,Cleveland Indians,BOS,36,1.6,6,23,1,0,0,0,0,0,0,.000,.000,.000,.000,25,9,2.88,1.166,303,0,4,315.2,258,26,110,310,donnebr01
95,Eric Hinske,2008-02-06,,BOS,30,1.8,6,770,2525,386,645,85,339,50,299,.255,.336,.434,.770,,,,,,,,,,,,,hinsker01
96,Trever Miller,2008-02-06,,HOU,35,1.9,9,245,6,1,1,0,0,0,0,.167,.167,.333,.500,12,14,4.46,1.515,451,5,8,379.0,396,43,178,310,milletr02
97,Junior Spivey,2008-02-05,Boston Red Sox,BOS,33,1.8,6,,,,,,,,,,,,,,,,,,,,,,,,,spiveju01
98,Steve Torrealba,2008-02-04,Boston Red Sox,DET,30,,6,,,,,,,,,,,,,,,,,,,,,,,,,torrest01
99,Mike Myers,2008-02-03,Los Angeles Dodgers,CHW,39,1.8,13,428,2,0,0,0,0,0,0,.000,.000,.000,.000,25,24,4.29,1.442,883,0,14,541.2,525,58,256,429,myersmi01
100,Steve Andrade,2008-02-01,,TBD,30,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,andrast01
101,Paul Bako,2008-02-01,Cincinnati Reds,BAL,36,-0.7,10,646,1787,153,417,15,151,4,186,.233,.306,.315,.621,,,,,,,,,,,,,bakopa01
102,Sean Casey,2008-02-01,Boston Red Sox,DET,33,0.9,11,1336,4867,676,1467,130,718,17,460,.301,.366,.450,.816,,,,,,,,,,,,,caseyse01
103,Andy Gonzalez,2008-02-01,Cleveland Indians,CHW,26,-1.4,1,67,189,17,35,2,11,1,25,.185,.280,.249,.529,,,,,,,,,,,,,gonzaan01
104,Scott Sauerbeck,2008-02-01,Cincinnati Reds,TOR,36,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,sauersc01
105,Ezequiel Astacio,2008-01-31,Cincinnati Reds,TEX,28,-1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,astacez01
106,Morgan Ensberg,2008-01-31,New York Yankees,SDP,32,9.6,7,703,2130,334,564,109,343,22,326,.265,.366,.476,.841,,,,,,,,,,,,,ensbemo01
107,Mike Gallo,2008-01-31,Toronto Blue Jays,COL,31,0.3,4,,,,,,,,,,,,,,,,,,,,,,,,,gallomi01
108,Luis Gonzalez,2008-01-31,Florida Marlins,LAD,40,3.7,18,2455,8816,1382,2502,346,1392,127,1114,.284,.368,.481,.849,,,,,,,,,,,,,gonzalu01
109,Chris Heintz,2008-01-31,Baltimore Orioles,MIN,33,-0.8,3,34,82,1,19,0,9,0,4,.232,.267,.268,.536,,,,,,,,,,,,,heintch01
110,Jorge Julio,2008-01-31,Cleveland Indians,COL,29,-0.6,7,139,1,0,0,0,0,0,2,.000,.667,.000,.667,13,33,4.35,1.415,411,0,99,419.2,395,60,199,401,juliojo01
111,Dallas McPherson,2008-01-31,Florida Marlins,LAA,27,1.0,3,117,360,50,89,18,45,5,23,.247,.294,.461,.755,,,,,,,,,,,,,mcpheda01
112,Brian Moehler,2008-01-31,Houston Astros,HOU,36,0.2,11,125,106,3,6,0,5,0,4,.057,.107,.066,.173,64,83,4.75,1.456,252,189,1,1206.0,1415,153,341,658,moehlbr01
113,Brad Wilkerson,2008-01-31,Seattle Mariners,TEX,31,2.6,7,868,2923,479,730,118,371,50,457,.250,.354,.451,.804,,,,,,,,,,,,,wilkebr01
114,Trey Hodges,2008-01-30,Texas Rangers,ATL,30,,5,,,,,,,,,,,,,,,,,,,,,,,,,hodgetr01
115,Johnny Estrada,2008-01-29,Washington Nationals,NYM,32,-0.3,7,589,2026,198,567,42,281,0,102,.280,.320,.406,.726,,,,,,,,,,,,,estrajo01
116,Kevin Gryboski,2008-01-29,San Francisco Giants,PIT,34,-1.6,5,,,,,,,,,,,,,,,,,,,,,,,,,gryboke01
117,Pedro Feliz,2008-01-28,Philadelphia Phillies,SFG,33,4.9,8,874,2840,346,716,109,418,12,149,.252,.288,.433,.721,,,,,,,,,,,,,felizpe01
118,Abraham Nunez,2008-01-27,Milwaukee Brewers,PHI,32,-0.2,11,1028,2484,286,601,18,209,38,250,.242,.313,.314,.628,,,,,,,,,,,,,nunezab01
119,Rod Barajas,2008-01-26,Toronto Blue Jays,PHI,32,2.5,9,584,1743,212,417,62,235,1,106,.239,.288,.408,.696,,,,,,,,,,,,,barajro01
120,Nick Gorneault,2008-01-26,Houston Astros,TEX,29,0.0,1,2,4,1,0,0,0,0,1,.000,.200,.000,.200,,,,,,,,,,,,,gorneni01
121,Luis Ordaz,2008-01-25,Pittsburgh Pirates,PIT,32,-0.1,10,,,,,,,,,,,,,,,,,,,,,,,,,ordazlu01
122,Hector Carrasco,2008-01-24,Pittsburgh Pirates,WSN,38,3.6,12,283,26,1,1,0,0,0,0,.038,.038,.038,.077,44,50,4.00,1.416,647,10,19,832.1,792,69,387,662,carrahe01
123,Fernando Cortez,2008-01-24,Chicago White Sox,KCR,26,-0.3,2,16,27,3,5,0,2,0,2,.185,.241,.222,.464,,,,,,,,,,,,,cortefe01
124,Lance Niekro,2008-01-24,Houston Astros,SFG,29,0.3,4,195,499,61,123,17,79,0,29,.246,.288,.421,.709,,,,,,,,,,,,,niekrla01
125,Chris Booker,2008-01-23,Washington Nationals,WSN,31,-0.6,3,16,0,0,0,0,0,0,0,,,,,0,1,14.29,2.294,17,0,0,11.1,17,7,9,10,bookech01
126,Melvin Dorta,2008-01-22,Pittsburgh Pirates,WSN,26,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,dortame01
127,Octavio Dotel,2008-01-22,Chicago White Sox,ATL,34,0.0,9,319,74,3,5,0,1,0,5,.068,.138,.068,.205,39,32,3.76,1.237,428,34,82,641.0,511,80,282,773,doteloc01
128,Jose Garcia,2008-01-22,Oakland Athletics,OAK,23,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,garcijo01
129,Danny Kolb,2008-01-22,Boston Red Sox,PIT,33,-1.4,9,216,1,0,0,0,0,0,0,.000,.000,.000,.000,11,23,4.36,1.517,290,0,73,286.2,301,20,134,177,kolbda01
130,Brian Lawrence,2008-01-22,Kansas City Royals,NYM,32,0.0,6,160,289,16,38,1,20,0,13,.131,.168,.166,.334,50,63,4.19,1.341,168,152,0,963.0,1023,101,268,597,lawrebr02
131,George Lombard,2008-01-22,Los Angeles Dodgers,WSN,32,0.2,9,,,,,,,,,,,,,,,,,,,,,,,,,lombage01
132,Julio Manon,2008-01-22,Baltimore Orioles,OAK,35,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,manonju01
133,Henry Mateo,2008-01-22,Detroit Tigers,DET,31,0.1,6,,,,,,,,,,,,,,,,,,,,,,,,,mateohe01
134,Mike O'Connor,2008-01-22,Washington Nationals,WSN,27,0.5,1,20,31,2,2,0,1,0,1,.065,.094,.065,.158,3,8,4.80,1.343,21,20,0,105.0,96,15,45,59,oconnmi01
135,Jaret Wright,2008-01-22,Pittsburgh Pirates,BAL,32,1.3,11,90,78,6,11,1,6,0,3,.141,.171,.205,.376,68,60,5.09,1.556,226,171,2,972.2,1046,99,467,694,wrighja02
136,Lance Cormier,2008-01-21,Baltimore Orioles,ATL,27,-1.8,4,120,42,1,5,0,2,0,2,.119,.159,.143,.302,14,18,5.98,1.734,123,23,0,244.0,294,44,129,157,cormila01
137,Joe Hietpas,2008-01-21,New York Mets,NYM,29,,3,,,,,,,,,,,,,,,,,,,,,,,,,hietpjo01
138,Brett Tomko,2008-01-21,Kansas City Royals,SDP,35,1.1,11,297,451,23,71,0,29,0,19,.157,.191,.177,.368,93,92,4.62,1.371,346,250,2,1671.0,1750,228,541,1113,tomkobr01
